strip,number,expected,category,color temp,lux,R,G,B,C,R_clear,G_clear,B_clear,R_gamma,G_gamma,B_gamma,H_360,H,S,V
3,3_24,3,protein,3741,4433,6193,5890,3897,15920,99.197,94.344,62.421,24.304,21.44,7.634,51.89,0.1441,0.3737,99
3,3_24,3,glucose,5091,4167,6878,6596,5480,18572,94.437,90.565,75.242,21.493,19.357,12.179,47.37,0.1316,0.2021,94
3,3_24,3,ketone,3135,2103,7795,5069,4600,17045,116.616,75.834,68.818,36.42,12.419,9.743,8.75,0.0243,0.4138,116
4,4_24,2,blood,5113,4902,8741,8091,6873,23584,94.511,87.483,74.314,21.535,17.752,11.806,39,0.1083,0.2128,94
4,4_24,4,pH,5471,2942,4240,4433,3659,12461,86.767,90.716,74.877,17.391,19.438,12.031,75,0.2083,0.1778,90
4,4_24,4,protein,5464,4592,7542,7376,6286,20995,91.603,89.587,76.348,19.917,18.839,12.631,52,0.1444,0.1648,91
4,4_24,4,glucose,3762,2373,4823,3915,3060,11764,104.545,84.863,66.329,27.714,16.452,8.886,28.42,0.0789,0.3654,104
4,4_24,4,ketone,5121,2418,7454,5555,5369,17938,105.963,78.968,76.324,28.663,13.742,12.621,4.14,0.0115,0.2762,105
5,5_24,3,blood,5364,4570,7101,7107,5932,19882,91.075,91.152,76.082,19.631,19.672,12.521,60,0.1667,0.1648,91
5,5_24,5,pH,12557,1666,2543,3067,3209,8585,75.535,91.099,95.317,12.297,19.644,21.997,192,0.5333,0.2105,95
5,5_24,5,protein,5675,4200,6076,6399,5365,17521,88.43,93.131,78.082,18.236,20.757,13.36,80,0.2222,0.1613,93
5,5_24,5,glucose,5395,4305,8346,7527,6648,22096,96.317,86.866,76.722,22.579,17.441,12.786,30,0.0833,0.2083,96
5,5_24,5,ketone,6029,1648,4838,3764,3719,11844,104.162,81.039,80.07,27.46,14.661,14.227,2.5,0.0069,0.2308,104
6,6_24,4,blood,6488,2094,2796,3180,2756,8924,79.895,90.867,78.752,14.149,19.519,13.649,115,0.3194,0.1333,90
6,6_24,6,protein,7557,2698,3249,4073,3655,11065,74.875,93.865,84.232,12.031,21.169,16.148,151.58,0.4211,0.2043,93
6,6_24,6,glucose,4620,2326,5703,4522,4043,13973,104.077,82.524,73.783,27.405,15.342,11.596,17.42,0.0484,0.2981,104
1,1_25,1,blood,3084,4618,9198,7104,4929,21112,111.097,85.805,59.535,32.263,16.913,6.782,30,0.0833,0.4685,111
1,1_25,1,pH,4032,3686,9487,7188,6256,22499,107.524,81.468,70.904,29.731,14.856,10.498,17.84,0.0495,0.3458,107
1,1_25,1,protein,3289,4886,7611,6599,4178,18312,105.985,91.893,58.18,28.678,20.075,6.403,42.13,0.117,0.4476,105
1,1_25,1,glucose,7545,3987,6664,6934,6549,19797,85.837,89.315,84.356,16.929,18.696,16.208,108,0.3,0.0562,89
1,1_25,1,ketone,5178,4172,8538,7453,6584,22512,96.712,84.422,74.579,22.811,16.24,11.912,27.27,0.0758,0.2292,96
2,2_25,2,pH,4585,4660,9513,8091,6861,24193,100.269,85.281,72.317,24.967,16.656,11.029,27.86,0.0774,0.28,100
2,2_25,2,protein,3781,4720,7257,6626,4620,18462,100.235,91.519,63.812,24.945,19.871,8.067,45.41,0.1261,0.37,100
2,2_25,2,glucose,5735,4571,8121,7730,6822,22325,92.759,88.293,77.922,20.551,18.166,13.292,44,0.1222,0.163,92
2,2_25,2,ketone,3428,2751,8592,5933,5224,19540,112.127,77.427,68.174,33.015,13.082,9.517,12.27,0.0341,0.3929,112
3,3_25,3,pH,3861,3891,6942,5978,4496,17291,102.378,88.161,66.305,26.3,18.098,8.878,36.67,0.1019,0.3529,102
3,3_25,3,protein,4899,4962,8592,7980,6617,22909,95.638,88.825,73.654,22.182,18.441,11.546,40.91,0.1136,0.2316,95
3,3_25,3,glucose,4608,3351,4983,4899,3775,13444,94.515,92.922,71.603,21.538,20.641,10.759,54.78,0.1522,0.2447,94
3,3_25,3,ketone,4733,3766,9203,7341,6603,22638,103.665,82.691,74.378,27.134,15.42,11.832,16.55,0.046,0.2816,103
4,4_25,2,blood,3793,4338,6046,5783,3862,15956,96.624,92.421,61.72,22.759,20.364,7.422,53.14,0.1476,0.3646,96
4,4_25,4,pH,5585,3769,6115,6048,5180,17215,90.579,89.587,76.73,19.365,18.839,12.789,55.71,0.1548,0.1556,90
4,4_25,4,protein,5610,4569,7994,7628,6660,22022,92.565,88.327,77.118,20.444,18.183,12.952,44,0.1222,0.163,92
4,4_25,4,glucose,4315,2973,5856,4983,4085,14746,101.267,86.17,70.641,25.592,17.094,10.401,30.97,0.086,0.3069,101
4,4_25,4,ketone,5495,3560,8537,7061,6576,21752,100.08,82.777,77.091,24.849,15.46,12.94,13.04,0.0362,0.23,100
5,5_25,3,blood,5638,4736,8360,7952,6969,23054,92.47,87.957,77.084,20.391,17.993,12.937,40,0.1111,0.163,92
5,5_25,5,pH,9130,2300,3843,4152,4106,11875,82.523,89.159,88.171,15.342,18.614,18.103,171.43,0.4762,0.0787,89
5,5_25,5,protein,5744,4655,7744,7614,6624,21654,91.194,89.663,78.005,19.695,18.879,13.327,50.77,0.141,0.1429,91
5,5_25,5,glucose,3691,2009,4814,3664,3021,11322,108.423,82.523,68.041,30.356,15.342,9.47,21,0.0583,0.3704,108
5,5_25,5,ketone,5990,2885,6726,5719,5407,17396,98.593,83.832,79.259,23.936,15.958,13.869,12.63,0.0351,0.1939,98
6,6_25,4,blood,6012,3336,5569,5523,4882,15949,89.04,88.304,78.056,18.552,18.172,13.349,54.55,0.1515,0.1236,89
6,6_25,6,protein,6818,3274,4668,5178,4622,14403,82.645,91.675,81.831,15.399,19.955,15.022,114,0.3167,0.1099,91
6,6_25,6,glucose,5444,3899,8064,7082,6367,21137,97.285,85.438,76.812,23.15,16.733,12.824,25.71,0.0714,0.2165,97
1,1_26,1,blood,4068,5045,9880,8303,6630,24654,102.19,85.879,68.575,26.18,16.95,9.657,30,0.0833,0.3333,102
1,1_26,1,pH,1620,1314,8160,4041,3299,15255,136.401,67.549,55.146,53.887,9.3,5.6,8.89,0.0247,0.5956,136
1,1_26,1,protein,3888,5079,8471,7523,5526,21379,101.039,89.731,65.912,25.448,18.915,8.747,40,0.1111,0.3564,101
1,1_26,1,glucose,6189,4681,8437,8109,7348,23568,91.286,87.737,79.504,19.745,17.881,13.977,40,0.1111,0.1319,91
1,1_26,1,ketone,5280,4408,8866,7830,6930,23517,96.136,84.902,75.144,22.473,16.472,12.139,25.71,0.0714,0.2188,96
2,2_26,2,pH,4585,4673,9601,8144,6919,24394,100.363,85.132,72.327,25.025,16.584,11.033,27.86,0.0774,0.28,100
2,2_26,2,protein,3744,4688,7177,6545,4525,18246,100.303,91.471,63.24,24.988,19.845,7.887,45.41,0.1261,0.37,100
2,2_26,2,glucose,5749,4544,8049,7677,6776,22162,92.613,88.333,77.966,20.47,18.186,13.311,44,0.1222,0.163,92
2,2_26,2,ketone,3417,2745,8622,5941,5236,19606,112.14,77.27,68.101,33.025,13.016,9.491,12.27,0.0341,0.3929,112
3,3_26,3,pH,3594,3669,6480,5489,3949,15812,104.503,88.521,63.685,27.686,18.283,8.027,36.59,0.1016,0.3942,104
3,3_26,3,protein,4707,5020,8407,7851,6342,22298,96.142,89.784,72.527,22.476,18.943,11.109,42.5,0.1181,0.25,96
3,3_26,3,glucose,4494,3236,4607,4595,3444,12420,94.588,94.342,70.71,21.579,21.439,10.427,60,0.1667,0.2553,94
3,3_26,3,ketone,4438,3398,8863,6817,6126,21270,106.256,81.727,73.443,28.862,14.975,11.463,14.55,0.0404,0.3113,106
4,4_26,2,blood,3767,4371,6033,5784,3825,15925,96.604,92.617,61.248,22.747,20.472,7.281,53.14,0.1476,0.3646,96
4,4_26,4,pH,5581,3541,5537,5578,4734,15751,89.641,90.305,76.641,18.867,19.218,12.752,64.29,0.1786,0.1556,90
4,4_26,4,protein,5585,4688,8085,7760,6743,22327,92.34,88.628,77.013,20.32,18.339,12.908,44,0.1222,0.163,92
4,4_26,4,glucose,4047,2686,5360,4465,3581,13293,102.821,85.652,68.694,26.585,16.838,9.699,30,0.0833,0.3333,102
4,4_26,4,ketone,5408,3259,8323,6697,6297,20849,101.797,81.91,77.017,25.928,15.058,12.91,10,0.0278,0.2376,101
5,5_26,3,blood,4762,3668,3714,4544,3139,11232,84.319,103.162,71.265,16.19,26.807,10.632,95.62,0.2656,0.3107,103
5,5_26,5,pH,8177,2638,4437,4676,4511,13274,85.237,89.828,86.659,16.634,18.966,17.337,135,0.375,0.0449,89
5,5_26,5,protein,5760,4697,7939,7750,6773,22096,91.62,89.439,78.164,19.926,18.761,13.395,50.77,0.141,0.1429,91
5,5_26,5,glucose,3616,2030,4630,3567,2864,10740,109.93,84.691,68,31.422,16.37,9.456,23.41,0.065,0.3761,109
5,5_26,5,ketone,5873,3223,7179,6200,5781,18601,98.416,84.995,79.251,23.829,16.517,13.866,15.79,0.0439,0.1939,98
6,6_26,4,blood,6591,1984,2511,2956,2550,8213,77.962,91.779,79.173,13.309,20.012,13.832,128.57,0.3571,0.1538,91
6,6_26,6,protein,5716,4383,8111,7568,6733,22149,93.381,87.13,77.517,20.897,17.573,13.12,37.5,0.1042,0.172,93
6,6_26,6,glucose,4320,1970,5178,3951,3531,12418,106.329,81.133,72.508,28.911,14.704,11.102,15.88,0.0441,0.3208,106
1,1_27,1,blood,2807,4571,9179,6852,4459,20478,114.3,85.324,55.525,34.639,16.677,5.697,30.51,0.0847,0.5175,114
1,1_27,1,pH,2973,2786,9069,6012,5135,19779,116.922,77.509,66.203,36.659,13.117,8.844,13.2,0.0367,0.431,116
1,1_27,1,protein,4737,4967,9234,8237,6880,24066,97.842,87.278,72.9,23.483,17.648,11.253,36,0.1,0.2577,97
1,1_27,1,glucose,9061,3261,5052,5683,5559,16142,79.808,89.776,87.817,14.111,18.938,17.922,168,0.4667,0.1124,89
1,1_27,1,ketone,5569,4992,9754,8826,7886,26154,95.101,86.053,76.888,21.873,17.035,12.855,31.58,0.0877,0.2,95
2,2_27,2,pH,3052,3829,9640,6886,5341,21546,114.091,81.497,63.212,34.48,14.869,7.878,21.18,0.0588,0.4474,114
2,2_27,2,protein,4805,5018,9035,8204,6827,23796,96.82,87.915,73.159,22.874,17.972,11.353,36.52,0.1014,0.2396,96
2,2_27,2,glucose,5656,3316,5061,5179,4392,14465,89.219,91.299,77.426,18.646,19.752,13.081,68.57,0.1905,0.1538,91
2,2_27,2,ketone,4852,4270,9779,8038,7162,24562,101.525,83.45,74.355,25.755,15.776,11.823,20,0.0556,0.2673,101
3,3_27,3,pH,3269,3467,6008,4978,3332,14241,107.58,89.136,59.663,29.769,18.603,6.819,37.5,0.1042,0.4486,107
3,3_27,3,protein,4254,4787,7382,6972,5220,19312,97.474,92.06,68.926,23.263,20.166,9.781,49.66,0.1379,0.299,97
3,3_27,3,glucose,5402,4716,8366,7862,6800,22642,94.22,88.544,76.583,21.37,18.295,12.728,40,0.1111,0.1915,94
3,3_27,3,ketone,3596,2531,8137,5628,5068,18379,112.897,78.086,70.316,33.585,13.362,10.282,11.43,0.0317,0.375,112
4,4_27,2,blood,3795,4261,5980,5702,3822,15757,96.776,92.277,61.853,22.849,20.285,7.462,53.14,0.1476,0.3646,96
4,4_27,4,pH,5594,3931,6476,6359,5469,18166,90.905,89.263,76.77,19.539,18.669,12.806,55.71,0.1548,0.1556,90
4,4_27,4,protein,5123,3654,4477,5020,3847,13427,85.025,95.338,73.061,16.531,22.009,11.315,87.27,0.2424,0.2316,95
4,4_27,4,glucose,4377,3075,6010,5148,4234,15182,100.945,86.467,71.115,25.389,17.241,10.577,31.03,0.0862,0.29,100
4,4_27,4,ketone,5517,3718,8712,7279,6752,22273,99.742,83.336,77.303,24.64,15.723,13.029,16.36,0.0455,0.2222,99
5,5_27,3,blood,5057,4176,5378,5846,4515,15421,88.93,96.669,74.66,18.495,22.785,11.944,81.82,0.2273,0.2292,96
5,5_27,5,pH,6197,4166,7523,7226,6553,20939,91.617,88,79.804,19.924,18.015,14.109,45,0.125,0.1319,91
5,5_27,5,protein,5641,3818,4755,5427,4377,14294,84.828,96.816,78.084,16.435,22.872,13.361,100,0.2778,0.1875,96
5,5_27,5,glucose,4962,3754,7459,6533,5650,19115,99.505,87.152,75.373,24.494,17.585,12.231,30,0.0833,0.2424,99
5,5_27,5,ketone,6156,1066,3920,2834,2916,9074,110.161,79.642,81.946,31.587,14.038,15.075,356.13,0.9892,0.2818,110
6,6_27,4,blood,6607,2092,2681,3136,2714,8666,78.889,92.278,79.86,13.708,20.285,14.134,124.29,0.3452,0.1522,92
6,6_27,6,protein,5595,4386,8249,7603,6744,22323,94.23,86.851,77.038,21.375,17.433,12.918,31.76,0.0882,0.1809,94
6,6_27,6,glucose,4476,2191,5454,4273,3801,13136,105.875,82.949,73.786,28.604,15.54,11.598,16.88,0.0469,0.3048,105
1,1_28,1,blood,3473,4841,9525,7657,5673,22647,107.249,86.216,63.877,29.541,17.116,8.087,31.36,0.0871,0.4112,107
1,1_28,1,pH,4508,4152,9425,7654,6652,23352,102.919,83.58,72.639,26.649,15.838,11.152,22,0.0611,0.2941,102
1,1_28,1,protein,3497,4997,7994,6996,4713,19588,104.067,91.075,61.355,27.398,19.631,7.312,41.86,0.1163,0.4135,104
1,1_28,1,glucose,6913,4401,7679,7676,7133,22107,88.576,88.541,82.278,18.312,18.294,15.228,60,0.1667,0.0682,88
1,1_28,1,ketone,5185,4196,8588,7498,6627,22651,96.682,84.411,74.605,22.793,16.234,11.922,27.27,0.0758,0.2292,96
2,2_28,2,pH,2723,3567,9471,6458,4852,20488,117.879,80.378,60.389,37.414,14.364,7.028,21.05,0.0585,0.4872,117
2,2_28,2,protein,4663,5123,8905,8155,6636,23430,96.917,88.755,72.223,22.932,18.404,10.993,40,0.1111,0.25,96
2,2_28,2,glucose,5649,3155,4680,4859,4091,13471,88.59,91.979,77.441,18.319,20.121,13.088,72.86,0.2024,0.1538,91
2,2_28,2,ketone,4589,3949,9530,7590,6745,23463,103.574,82.489,73.306,27.075,15.326,11.41,18,0.05,0.2913,103
3,3_28,3,pH,3256,3467,6013,4974,3322,14236,107.707,89.096,59.505,29.857,18.582,6.774,37.5,0.1042,0.4486,107
3,3_28,3,protein,4176,4742,7204,6816,5023,18800,97.714,92.451,68.131,23.406,20.381,9.502,49.66,0.1379,0.299,97
3,3_28,3,glucose,5395,4694,8312,7816,6754,22488,94.253,88.629,76.586,21.388,18.339,12.73,40,0.1111,0.1915,94
3,3_28,3,ketone,3534,2473,8104,5557,5010,18229,113.364,77.735,70.083,33.934,13.212,10.197,9.77,0.0271,0.3805,113
4,4_28,2,blood,5087,5054,8895,8274,6991,24039,94.356,87.769,74.159,21.447,17.897,11.745,39,0.1083,0.2128,94
4,4_28,4,pH,5526,2980,4232,4471,3692,12504,86.305,91.179,75.293,17.161,19.687,12.199,78.75,0.2188,0.1758,91
4,4_28,4,protein,5476,4616,7478,7367,6262,20898,91.247,89.893,76.41,19.724,19,12.656,52,0.1444,0.1648,91
4,4_28,4,glucose,3767,2409,4869,3962,3092,11848,104.794,85.273,66.548,27.879,16.652,8.959,30,0.0833,0.3654,104
4,4_28,4,ketone,5037,2249,7273,5322,5178,17345,106.925,78.242,76.125,29.318,13.429,12.539,4,0.0111,0.283,106
5,5_28,3,blood,5160,4196,5630,6020,4751,16197,88.637,94.777,74.798,18.343,21.687,12,78,0.2167,0.2128,94
5,5_28,5,pH,6160,4212,7632,7309,6621,21231,91.666,87.786,79.523,19.951,17.906,13.985,40,0.1111,0.1319,91
5,5_28,5,protein,5695,3790,4821,5451,4438,14549,84.498,95.54,77.785,16.276,22.126,13.234,96.67,0.2685,0.1895,95
5,5_28,5,glucose,5058,3798,7655,6692,5846,19761,98.782,86.355,75.438,24.051,17.185,12.258,28.7,0.0797,0.2347,98
5,5_28,5,ketone,6539,1008,3942,2817,2949,9266,108.484,77.524,81.156,30.398,13.123,14.715,352.26,0.9785,0.287,108
6,6_28,4,blood,6597,1973,2442,2913,2503,8057,77.288,92.195,79.219,13.023,20.24,13.852,128,0.3556,0.163,92
6,6_28,6,protein,5947,4443,7925,7590,6781,22037,91.704,87.827,78.466,19.971,17.927,13.525,41.54,0.1154,0.1429,91
6,6_28,6,glucose,3991,1653,4716,3448,3084,11011,109.216,79.851,71.421,30.914,14.13,10.691,12.63,0.0351,0.3486,109
1,1_29,1,blood,3900,4975,9792,8124,6378,24191,103.219,85.636,67.231,26.843,16.83,9.191,30,0.0833,0.3495,103
1,1_29,1,pH,1630,1236,8070,3926,3198,14996,137.227,66.76,54.381,54.706,9.031,5.408,8.67,0.0241,0.6058,137
1,1_29,1,protein,3748,5010,8244,7285,5207,20661,101.748,89.912,64.265,25.897,19.01,8.211,40.54,0.1126,0.3663,101
1,1_29,1,glucose,6481,4590,8207,7996,7331,23226,90.105,87.789,80.488,19.112,17.908,14.413,42,0.1167,0.1111,90
1,1_29,1,ketone,5254,4314,8741,7687,6805,23172,96.192,84.593,74.887,22.505,16.322,12.035,27.27,0.0758,0.2292,96
2,2_29,2,pH,4599,4685,9573,8145,6916,24356,100.226,85.276,72.408,24.94,16.653,11.064,27.86,0.0774,0.28,100
2,2_29,2,protein,3751,4745,7226,6609,4564,18391,100.192,91.637,63.282,24.918,19.935,7.9,45.41,0.1261,0.37,100
2,2_29,2,glucose,5751,4509,7920,7585,6683,21833,92.502,88.59,78.055,20.409,18.319,13.349,42.86,0.119,0.1522,92
2,2_29,2,ketone,3426,2783,8654,5982,5259,19664,112.224,77.574,68.198,33.087,13.144,9.525,12.27,0.0341,0.3929,112
3,3_29,3,pH,4933,4664,8594,7771,6573,22692,96.575,87.326,73.864,22.73,17.673,11.628,36.52,0.1014,0.2396,96
3,3_29,3,protein,3817,4471,6350,6032,4082,16365,98.946,93.991,63.606,24.151,21.24,8.002,51.43,0.1429,0.3571,98
3,3_29,3,glucose,5207,4392,7447,7089,5983,20110,94.43,89.89,75.866,21.489,18.999,12.432,44.21,0.1228,0.2021,94
3,3_29,3,ketone,3176,2171,7879,5161,4668,17251,116.465,76.289,69.001,36.302,12.606,9.808,8.94,0.0248,0.4052,116
4,4_29,2,blood,3947,4464,6453,6144,4288,17127,96.077,91.477,63.843,22.438,19.848,8.077,50.91,0.1414,0.3438,96
4,4_29,4,pH,5604,4212,7192,6942,6025,19991,91.739,88.55,76.853,19.991,18.298,12.841,48,0.1333,0.1648,91
4,4_29,4,protein,5124,3658,4526,5048,3880,13538,85.251,95.083,73.083,16.641,21.863,11.324,87.27,0.2424,0.2316,95
4,4_29,4,glucose,4675,3443,6706,5844,4923,17223,99.288,86.525,72.889,24.36,17.27,11.248,31.11,0.0864,0.2727,99
4,4_29,4,ketone,5591,4026,8785,7580,6948,22940,97.654,84.259,77.234,23.37,16.161,13,21,0.0583,0.2062,97
5,5_29,3,blood,5555,4791,8087,7834,6760,22455,91.836,88.963,76.767,20.044,18.513,12.805,48,0.1333,0.1648,91
5,5_29,5,pH,10648,1923,3149,3540,3609,10131,79.261,89.103,90.84,13.87,18.585,19.504,185.45,0.5152,0.1222,90
5,5_29,5,protein,5734,4551,7165,7240,6216,20330,89.871,90.812,77.968,18.988,19.489,13.311,64.62,0.1795,0.1444,90
5,5_29,5,glucose,3424,1844,4396,3291,2627,10081,111.197,83.246,66.45,32.335,15.68,8.926,22.67,0.063,0.4054,111
5,5_29,5,ketone,6015,2445,6063,5030,4817,15417,100.283,83.197,79.674,24.975,15.657,14.052,11.43,0.0317,0.21,100
6,6_29,4,blood,5875,4360,7976,7527,6736,22109,91.993,86.815,77.691,20.129,17.415,13.194,38.57,0.1071,0.1538,91
6,6_29,6,protein,6220,4210,7049,7034,6289,20180,89.073,88.884,79.47,18.57,18.471,13.962,54,0.15,0.1124,89
6,6_29,6,glucose,3423,1228,4096,2779,2497,9318,112.093,76.051,68.334,32.99,12.508,9.573,10.91,0.0303,0.3929,112
1,1_30,1,blood,4623,5033,9785,8511,7137,25221,98.932,86.052,72.16,24.143,17.035,10.969,32.31,0.0897,0.2653,98
1,1_30,1,pH,1875,1785,8407,4657,3874,16626,128.942,71.426,59.417,46.819,10.693,6.749,10.43,0.029,0.5391,128
1,1_30,1,protein,4275,5234,9046,8121,6348,23280,99.086,88.954,69.534,24.237,18.508,9.998,38,0.1056,0.303,99
1,1_30,1,glucose,10126,2988,4419,5218,5209,14735,76.474,90.301,90.146,12.683,19.217,19.134,180,0.5,0.1556,90
1,1_30,1,ketone,5399,4667,9260,8267,7343,24602,95.98,85.688,76.11,22.382,16.855,12.533,28.42,0.0789,0.2,95
2,2_30,2,pH,3472,4099,9761,7335,5887,22698,109.66,82.405,66.137,31.229,15.287,8.822,22.33,0.062,0.3945,109
2,2_30,2,protein,3438,4574,6611,6013,3785,16508,102.12,92.883,58.467,26.135,20.62,6.482,46.36,0.1288,0.4314,102
2,2_30,2,glucose,5675,3582,5671,5700,4882,16009,90.331,90.793,77.763,19.232,19.479,13.224,60,0.1667,0.1444,90
2,2_30,2,ketone,5113,4427,9621,8166,7293,24686,99.382,84.353,75.335,24.418,16.206,12.216,22.5,0.0625,0.2424,99
3,3_30,3,pH,4270,4316,7805,6867,5449,19902,100.004,87.985,69.817,24.802,18.008,10.1,34.84,0.0968,0.31,100
3,3_30,3,protein,5037,4851,8622,7965,6723,23035,95.446,88.173,74.424,22.072,18.104,11.85,40,0.1111,0.2211,95
3,3_30,3,glucose,4782,3648,5626,5488,4354,15170,94.57,92.25,73.189,21.569,20.27,11.364,54.29,0.1508,0.2234,94
3,3_30,3,ketone,5089,4246,9520,7970,7162,24159,100.484,84.124,75.595,25.101,16.097,12.322,21.6,0.06,0.25,100
4,4_30,2,blood,3753,4247,5893,5629,3721,15588,96.402,92.083,60.871,22.628,20.179,7.169,53.33,0.1481,0.375,96
4,4_30,4,pH,5552,3828,6293,6175,5294,17681,90.759,89.057,76.351,19.461,18.562,12.632,55.71,0.1548,0.1556,90
4,4_30,4,protein,5075,3555,4330,4858,3698,13011,84.863,95.211,72.476,16.453,21.936,11.09,88.7,0.2464,0.2421,95
4,4_30,4,glucose,4320,2955,5848,4968,4081,14773,100.944,85.754,70.443,25.388,16.888,10.328,30,0.0833,0.3,100
4,4_30,4,ketone,5539,3667,8627,7202,6693,22163,99.259,82.864,77.007,24.343,15.501,12.905,13.64,0.0379,0.2222,99
5,5_30,3,blood,4855,3757,4059,4810,3439,12150,85.189,100.951,72.177,16.611,25.393,10.976,92.14,0.256,0.28,100
5,5_30,5,pH,6942,3480,6169,6123,5712,17628,89.238,88.573,82.628,18.656,18.31,15.39,51.43,0.1429,0.0787,89
5,5_30,5,protein,5648,3613,4173,4975,3941,12899,82.496,98.351,77.91,15.329,23.789,13.287,105.71,0.2937,0.2143,98
5,5_30,5,glucose,4325,2761,5839,4830,4053,14295,104.158,86.159,72.299,27.458,17.088,11.022,26.25,0.0729,0.3077,104
5,5_30,5,ketone,5824,3912,8130,7223,6625,21537,96.26,85.521,78.441,22.545,16.773,13.514,23.33,0.0648,0.1875,96
6,6_30,4,blood,5884,4056,7280,6935,6184,20204,91.883,87.528,78.05,20.069,17.775,13.347,41.54,0.1154,0.1429,91
6,6_30,6,protein,6381,4073,6587,6728,6022,19063,88.112,89.998,80.554,18.073,19.056,14.443,66.67,0.1852,0.1011,89
6,6_30,6,glucose,3371,1296,4086,2805,2465,9004,115.719,79.44,69.811,35.723,13.949,10.098,13.04,0.0362,0.4,115
1,1_31,1,blood,3332,4731,9346,7412,5374,22018,108.24,85.842,62.239,30.228,16.931,7.579,30,0.0833,0.4259,108
1,1_31,1,pH,4407,4016,9492,7555,6594,23287,103.94,82.73,72.206,27.315,15.438,10.987,19.35,0.0538,0.301,103
1,1_31,1,protein,3382,4841,7669,6666,4358,18709,104.527,90.856,59.399,27.702,19.513,6.743,41.33,0.1148,0.4327,104
1,1_31,1,glucose,7111,4288,7393,7478,6988,21530,87.562,88.569,82.765,17.792,18.308,15.455,70,0.1944,0.0682,88
1,1_31,1,ketone,5222,4248,8654,7583,6709,22891,96.403,84.473,74.737,22.629,16.264,11.975,27.27,0.0758,0.2292,96
2,2_31,2,pH,3048,3810,9567,6837,5294,21344,114.298,81.683,63.248,34.637,14.954,7.89,21.18,0.0588,0.4474,114
2,2_31,2,protein,4797,4983,8973,8144,6773,23605,96.933,87.978,73.167,22.942,18.004,11.356,36.52,0.1014,0.2396,96
2,2_31,2,glucose,5625,3334,5083,5197,4397,14474,89.551,91.56,77.465,18.82,19.893,13.098,68.57,0.1905,0.1538,91
2,2_31,2,ketone,4858,4250,9701,7987,7113,24366,101.525,83.587,74.44,25.756,15.841,11.857,20,0.0556,0.2673,101
3,3_31,3,pH,4162,4224,7607,6660,5216,19264,100.695,88.159,69.045,25.232,18.097,9.824,36.77,0.1022,0.31,100
3,3_31,3,protein,5030,4885,8658,8006,6749,23127,95.464,88.275,74.415,22.082,18.156,11.846,40,0.1111,0.2211,95
3,3_31,3,glucose,4754,3612,5546,5413,4277,14955,94.566,92.298,72.928,21.566,20.296,11.263,54.55,0.1515,0.234,94
3,3_31,3,ketone,5010,4134,9490,7845,7059,23900,101.253,83.702,75.316,25.584,15.896,12.208,18.46,0.0513,0.2574,101
4,4_31,2,blood,3893,4320,6224,5910,4081,16453,96.464,91.597,63.25,22.665,19.913,7.89,50.91,0.1414,0.3438,96
4,4_31,4,pH,5600,4131,6982,6772,5862,19448,91.547,88.794,76.862,19.886,18.424,12.844,48,0.1333,0.1648,91
4,4_31,4,protein,5132,3663,4518,5050,3881,13516,85.239,95.276,73.221,16.635,21.973,11.377,87.27,0.2424,0.2316,95
4,4_31,4,glucose,4629,3392,6605,5743,4820,16905,99.632,86.629,72.706,24.572,17.322,11.178,31.11,0.0864,0.2727,99
4,4_31,4,ketone,5549,3921,8709,7447,6839,22570,98.396,84.138,77.268,23.817,16.103,13.015,20,0.0556,0.2143,98
5,5_31,3,blood,5295,4437,6510,6687,5470,18461,89.922,92.367,75.557,19.015,20.334,12.306,70.59,0.1961,0.1848,92
5,5_31,5,pH,5896,4324,7677,7355,6547,21286,91.968,88.111,78.431,20.116,18.072,13.51,46.15,0.1282,0.1429,91
5,5_31,5,protein,5703,4044,5534,6012,4984,16277,86.697,94.186,78.081,17.356,21.35,13.36,90,0.25,0.1702,94
5,5_31,5,glucose,5317,4224,8334,7434,6563,21904,97.022,86.544,76.405,22.994,17.28,12.654,28.57,0.0794,0.2165,97
5,5_31,5,ketone,6325,1273,4341,3228,3296,10448,105.949,78.784,80.444,28.654,13.663,14.394,355.56,0.9877,0.2571,105
6,6_31,4,blood,5881,4448,8195,7709,6912,22636,92.319,86.844,77.865,20.308,17.43,13.268,36,0.1,0.163,92
6,6_31,6,protein,6134,4380,7511,7383,6605,21237,90.187,88.65,79.309,19.156,18.35,13.891,49.09,0.1364,0.1222,90
6,6_31,6,glucose,3729,1459,4417,3129,2795,10083,111.706,79.133,70.686,32.706,13.814,10.418,13.17,0.0366,0.3694,111
1,1_32,1,blood,3000,4555,9122,6970,4761,20860,111.511,85.204,58.2,32.563,16.618,6.408,30.57,0.0849,0.4775,111
1,1_32,1,pH,3845,3520,9438,6984,6065,22094,108.93,80.606,70,30.712,14.467,10.167,15.79,0.0439,0.3519,108
1,1_32,1,protein,3262,4866,7583,6554,4121,18270,105.838,91.476,57.518,28.579,19.848,6.222,42.5,0.1181,0.4571,105
1,1_32,1,glucose,7756,3871,6401,6736,6397,19239,84.841,89.281,84.788,16.442,18.678,16.416,120,0.3333,0.0562,89
1,1_32,1,ketone,5743,4889,9365,8607,7727,25328,94.286,86.654,77.795,21.407,17.335,13.238,31.76,0.0882,0.1809,94
